,Feat_0,Feat_1,Feat_2,Feat_3,Feat_4,Feat_5,Feat_6,Feat_7,Feat_8,Feat_9,Feat_10,Feat_11,Feat_12,Feat_13,Feat_14,Feat_15,Feat_16,Feat_17,Feat_18,Feat_19,Labels
0,3.231569537542776,-1.1841658062160885,3.231569537542776,-0.5829284788147303,2.9866096624474188,0.01992233177788396,-0.47499448826852,0.5343809048616142,1.0721249168002138,0.9770192623687849,-2.1236531027549903,3.231569537542776,-0.5981952273642919,3.3337844400352585,1.0721249168002138,3.3337844400352585,-0.7907976250082667,3.3337844400352585,-2.6590607003502695,-0.028168235471138815,0
1,2.950646300463398,0.6282352368487497,2.950646300463398,-0.2347520388495735,1.846456393222335,-1.7032504354568403,-1.3826212046725102,0.12824007442422858,-1.2245769987221329,0.01873076658992196,2.498283803656619,2.950646300463398,0.4616406179480998,1.1146965508447222,-1.2245769987221329,1.1146965508447222,-0.5204113221784902,1.1146965508447222,-3.03229087428269,0.48822570141680266,1
2,1.5251642969310004,-0.17318554379745182,1.5251642969310004,-0.7366328498123368,0.9408473803110593,-1.89702296454476,0.7414708042510381,0.7262966430371204,-0.6669333766591129,-0.49331507142963427,1.359728876861138,1.5251642969310004,-1.970590442916508,0.546443721546174,-0.6669333766591129,0.546443721546174,-0.26588859344014903,0.546443721546174,-1.5766803175166475,0.2938162511403367,1
3,-2.2821100430793497,-1.1248249393614418,-2.2821100430793497,-1.1813512601734282,-1.3392325191928875,1.123391104730332,0.2813329063248909,-1.751498231532504,1.1695097171145317,-0.143333995084966,-2.3800781708878724,-2.2821100430793497,1.7474881788610257,-0.6674239201539675,1.1695097171145317,-0.6674239201539675,0.38214956529967137,-0.6674239201539675,2.4062537653876364,-1.1102337224159617,2
4,2.349265201465304,0.5657902895396564,2.349265201465304,-1.2762424302772393,2.2527491192191675,1.6249349353444835,0.6097473355574804,-0.9828818019187647,0.9835172528796248,0.9756756349813968,-1.9548701101034067,2.349265201465304,-1.516599442826031,2.602282370625329,0.9835172528796248,2.602282370625329,-0.5935669777332507,2.602282370625329,-1.8770821637394088,0.4379911777252815,0
5,2.315954781594058,-1.4930929250797027,2.315954781594058,-1.2219305703821406,2.2481499534760574,-0.4804163013623353,-0.2859649247528771,0.4192916774402872,1.0379967381480026,-0.4257044939862927,-2.0649431919239474,2.315954781594058,-0.46503528613148504,2.6252938938894284,1.0379967381480026,2.6252938938894284,-0.5914122765682175,2.6252938938894284,-1.8316990344876576,-0.5271690745929452,0
6,2.471805084857422,-0.4853125776392009,2.471805084857422,-0.4564262130677782,2.3548629941000097,0.02333923079942029,0.6524338164628622,0.1381963001401709,0.9963010666919249,-0.23837215690000005,-1.9792731730799462,2.471805084857422,0.2259463129877824,2.7042959200739265,0.9963010666919249,2.7042959200739265,-0.6210032796803437,2.7042959200739265,-1.9855572273158202,1.1647215509283588,0
7,3.144114200939386,-1.3042154546514348,3.144114200939386,-1.0488692665502628,2.013127778457832,0.11636063323313664,-0.9558352562884057,0.9565636209159463,-1.1907491805632828,-0.4490216665908388,2.4322790306168582,3.144114200939386,0.0671044201895363,1.2877036432399929,-1.1907491805632828,1.2877036432399929,-0.564976794294131,1.2877036432399929,-3.199810541276988,-0.4991749924018262,1
8,1.311940424530826,0.05925046475029077,1.311940424530826,0.46934707367744616,0.5066064749315521,-0.2748515236593783,0.6739458114337279,-0.22068650604895546,-1.3312132494962636,-0.3768968622270567,2.6950976352946294,1.311940424530826,0.47267265936047276,-0.19319887231984373,-1.3312132494962636,-0.19319887231984373,-0.15939599363084705,-0.19319887231984373,-1.5640297127176135,-0.7501730727379979,1
9,3.1971894444892053,0.779701296488264,3.1971894444892053,-0.44964434067469405,3.0107508237484932,-1.062926490666198,-0.861862085551047,-0.2827315383757836,1.200645739569126,1.4351929067781897,-2.3828394837386035,3.1971894444892053,-0.9710423847412514,3.4208301870628572,1.200645739569126,3.4208301870628572,-0.7951891339013822,3.4208301870628572,-2.5923917236187335,0.1411215907545414,0
10,2.0572661089603685,0.27336609773448584,2.0572661089603685,0.03399853152226451,2.0418762855640336,1.3648762505666234,0.7031835858246838,0.3811880780810214,1.0342688355403378,1.266883040588339,-2.0602659349292494,2.0572661089603685,-1.7494854138810636,2.4303023362640888,1.0342688355403378,2.4303023362640888,-0.5356211446947924,2.4303023362640888,-1.5963223049845245,-0.863785501593364,0
11,3.159410131077703,0.22512190858932898,3.159410131077703,-0.5947066909531075,2.9141551928297984,-2.303766761306789,0.1087984633247826,-0.5942570867306529,1.0337582923583328,0.9225321903030506,-2.047181237010434,3.159410131077703,-0.7411830867924556,3.246711402254327,1.0337582923583328,3.246711402254327,-0.7718193197446808,3.246711402254327,-2.6036421223601462,-0.7780710180724257,0
12,2.3817277101336316,0.043357536811381624,2.3817277101336316,-0.3155757163303628,1.40496190161288,1.3382790157047382,-0.1298847960397823,-0.4725290878495457,-1.202368085611593,0.49553996378706594,2.4473368282646946,2.3817277101336316,0.13194888470611663,0.7124865394362315,-1.202368085611593,0.7124865394362315,-0.4004957845885637,0.7124865394362315,-2.5063005758055734,-0.6393218865547162,1
